0.004	0
0.004	0.01
0.011	0.02
0.019	0.04
0.029	0.07
0.037	0.1
0.044	0.14
0.051	0.19
0.06	0.24
0.07	0.29
0.087	0.34
0.11	0.39
0.142	0.45
0.181	0.5
0.227	0.55
0.281	0.6
0.34	0.64
0.398	0.68
0.448	0.71
0.494	0.73
0.529	0.75
0.553	0.76
0.564	0.76
0.559	0.76
0.533	0.76
0.5	0.75
0.461	0.75
0.422	0.74
0.378	0.73
0.336	0.72
0.295	0.71
0.252	0.69
0.211	0.67
0.173	0.65
0.137	0.62
0.103	0.59
0.072	0.56
0.045	0.52
0.022	0.48
0.002	0.43
-0.014	0.38
-0.027	0.32
-0.037	0.27
-0.046	0.22
-0.055	0.17
-0.063	0.12
-0.073	0.07
-0.083	0.02
-0.095	-0.04
-0.109	-0.09
-0.126	-0.14
-0.147	-0.19
-0.172	-0.24
-0.199	-0.29
-0.229	-0.34
-0.263	-0.38
-0.294	-0.41
-0.321	-0.44
-0.34	-0.45
-0.35	-0.46
-0.349	-0.46
-0.323	-0.46
-0.287	-0.45
-0.248	-0.44
-0.21	-0.43
-0.173	-0.42
-0.139	-0.4
-0.106	-0.37
-0.077	-0.34
-0.05	-0.31
-0.027	-0.27
-0.007	-0.22
0.01	-0.17
0.023	-0.12
0.034	-0.07
0.043	-0.02
0.051	0.03
0.059	0.08
0.068	0.13
0.077	0.18
0.087	0.24
0.1	0.29
0.115	0.34
0.134	0.39
0.158	0.44
0.186	0.49
0.218	0.54
0.255	0.59
0.292	0.62
0.324	0.65
0.35	0.67
0.366	0.68
0.371	0.68
0.352	0.68
0.318	0.68
0.28	0.67
0.24	0.66
0.201	0.64
0.165	0.62
0.131	0.6
0.098	0.58
0.07	0.54
0.043	0.51
0.021	0.47
0.002	0.42
-0.014	0.37
-0.027	0.32
-0.037	0.27
-0.045	0.22
-0.053	0.17
-0.062	0.12
-0.07	0.07
-0.08	0.01
-0.091	-0.04
-0.105	-0.09
-0.123	-0.14
-0.144	-0.19
-0.169	-0.24
-0.197	-0.29
-0.231	-0.34
-0.268	-0.38
-0.304	-0.42
-0.334	-0.44
-0.357	-0.46
-0.369	-0.47
-0.37	-0.47
-0.346	-0.47
-0.31	-0.46
-0.272	-0.45
-0.233	-0.44
-0.194	-0.43
-0.157	-0.41
-0.124	-0.39
-0.093	-0.36
-0.064	-0.33
-0.039	-0.29
-0.017	-0.25
0.002	-0.2
0.017	-0.15
0.029	-0.1
0.039	-0.05
0.046	0
0.055	0.05
0.063	0.11
0.072	0.16
0.082	0.21
0.093	0.26
0.107	0.31
0.124	0.36
0.145	0.41
0.171	0.46
0.201	0.52
0.236	0.57
0.272	0.61
0.305	0.64
0.336	0.66
0.357	0.67
0.367	0.68
0.362	0.68
0.333	0.68
0.297	0.67
0.258	0.66
0.219	0.65
0.18	0.63
0.145	0.61
0.113	0.59
0.083	0.56
0.056	0.53
0.032	0.49
0.01	0.44
-0.007	0.4
-0.021	0.35
-0.032	0.29
-0.041	0.24
-0.049	0.19
-0.058	0.14
-0.066	0.09
-0.076	0.04
-0.086	-0.01
-0.098	-0.06
-0.114	-0.11
-0.134	-0.17
-0.157	-0.22
-0.183	-0.27
-0.216	-0.32
-0.251	-0.37
-0.288	-0.4
-0.322	-0.43
-0.349	-0.45
-0.366	-0.46
-0.373	-0.47
-0.36	-0.47
-0.33	-0.46
-0.291	-0.46
-0.251	-0.45
-0.213	-0.43
-0.175	-0.42
-0.14	-0.39
-0.108	-0.37
-0.078	-0.34
-0.051	-0.3
-0.027	-0.27
