0.001	0
0.004	0
0.014	0
0.024	0.01
0.036	0.01
0.047	0.02
0.058	0.02
0.069	0.03
0.08	0.04
0.091	0.05
0.103	0.06
0.114	0.07
0.125	0.08
0.138	0.09
0.149	0.11
0.162	0.12
0.175	0.13
0.187	0.14
0.2	0.16
0.212	0.17
0.223	0.18
0.234	0.19
0.244	0.21
0.253	0.22
0.264	0.23
0.273	0.24
0.283	0.25
0.292	0.26
0.301	0.27
0.308	0.27
0.315	0.28
0.32	0.28
0.325	0.29
0.329	0.29
0.331	0.29
0.333	0.29
0.331	0.29
0.327	0.29
0.32	0.29
0.312	0.29
0.303	0.29
0.293	0.29
0.283	0.29
0.271	0.28
0.26	0.28
0.247	0.28
0.234	0.28
0.222	0.27
0.209	0.27
0.195	0.26
0.181	0.26
0.168	0.25
0.154	0.24
0.142	0.24
0.128	0.23
0.115	0.22
0.102	0.21
0.089	0.19
0.078	0.18
0.066	0.17
0.054	0.15
0.044	0.14
0.033	0.12
0.023	0.1
0.014	0.08
0.005	0.06
-0.003	0.04
-0.011	0.02
-0.018	-0.01
-0.023	-0.03
-0.028	-0.06
-0.033	-0.09
-0.037	-0.12
-0.041	-0.15
-0.045	-0.18
-0.049	-0.21
-0.053	-0.25
-0.057	-0.28
-0.061	-0.32
-0.065	-0.35
-0.069	-0.39
-0.075	-0.43
-0.079	-0.46
-0.084	-0.5
-0.09	-0.53
-0.095	-0.56
-0.101	-0.6
-0.108	-0.63
-0.115	-0.66
-0.122	-0.69
-0.13	-0.72
-0.138	-0.75
-0.147	-0.77
-0.156	-0.79
-0.164	-0.81
-0.173	-0.83
-0.181	-0.85
-0.188	-0.86
-0.193	-0.87
-0.198	-0.88
-0.202	-0.88
-0.203	-0.89
-0.204	-0.89
-0.201	-0.89
-0.192	-0.89
-0.181	-0.88
-0.17	-0.88
-0.157	-0.88
-0.144	-0.87
-0.131	-0.87
-0.118	-0.86
-0.105	-0.85
-0.093	-0.85
-0.081	-0.84
-0.07	-0.83
-0.059	-0.82
-0.048	-0.8
-0.038	-0.79
-0.027	-0.78
-0.018	-0.76
-0.01	-0.74
-0.002	-0.72
0.006	-0.7
0.013	-0.68
0.019	-0.66
0.025	-0.63
0.03	-0.61
0.034	-0.58
0.039	-0.55
0.042	-0.52
0.046	-0.49
0.049	-0.46
0.052	-0.42
0.057	-0.39
0.061	-0.36
0.065	-0.32
0.069	-0.29
0.074	-0.25
0.079	-0.21
0.084	-0.18
0.09	-0.14
0.096	-0.11
0.102	-0.08
0.111	-0.05
0.119	-0.01
0.129	0.01
0.139	0.04
0.149	0.07
0.16	0.09
0.171	0.11
0.182	0.13
0.192	0.15
0.202	0.16
0.209	0.17
0.216	0.18
0.221	0.18
0.224	0.19
0.226	0.19
0.224	0.19
0.216	0.19
0.205	0.19
0.193	0.18
0.18	0.18
0.167	0.18
0.154	0.17
0.14	0.17
0.127	0.16
0.114	0.16
0.102	0.15
0.089	0.14
0.077	0.13
0.065	0.12
0.054	0.11
0.044	0.09
0.034	0.08
0.024	0.06
0.014	0.04
0.006	0.03
-0.002	0.01
-0.009	-0.02
-0.016	-0.04
-0.021	-0.06
-0.027	-0.09
-0.032	-0.11
-0.036	-0.14
-0.04	-0.17
-0.044	-0.2
-0.047	-0.23
-0.051	-0.27
-0.055	-0.3
-0.059	-0.33
-0.063	-0.37
-0.067	-0.4
-0.071	-0.44
-0.077	-0.48
-0.082	-0.51
-0.087	-0.55
-0.093	-0.58
-0.099	-0.61
-0.106	-0.65
-0.115	-0.68
-0.123	-0.71
-0.132	-0.74
-0.141	-0.76
-0.15	-0.79
-0.161	-0.81
-0.171	-0.83
-0.181	-0.85
-0.189	-0.86
-0.198	-0.88
-0.204	-0.89
-0.21	-0.89
-0.214	-0.9
-0.216	-0.9
-0.218	-0.91
-0.216	-0.91
-0.208	-0.91
-0.197	-0.9
-0.185	-0.9
-0.173	-0.9
-0.159	-0.89
-0.146	-0.89
-0.134	-0.88
-0.121	-0.88
-0.108	-0.87
-0.095	-0.86
-0.083	-0.85
-0.072	-0.84
-0.061	-0.83
-0.049	-0.82
-0.039	-0.8
-0.029	-0.79
-0.02	-0.77
-0.011	-0.75
-0.003	-0.74
0.005	-0.71
0.011	-0.69
0.018	-0.67
0.024	-0.65
0.029	-0.62
0.034	-0.59
0.038	-0.56
0.041	-0.53
0.045	-0.5
0.049	-0.47
0.052	-0.44
0.057	-0.4
0.06	-0.37
0.064	-0.33
0.068	-0.3
0.074	-0.26
0.079	-0.23
0.083	-0.19
0.089	-0.16
0.096	-0.12
0.102	-0.09
0.11	-0.06
0.118	-0.03
0.127	0
0.136	0.03
0.147	0.06
0.157	0.08
0.168	0.1
0.179	0.12
0.188	0.14
0.198	0.15
0.206	0.16
0.213	0.17
0.217	0.18
0.221	0.18
0.223	0.18
0.222	0.18
0.215	0.18
0.205	0.18
0.192	0.18
