0.001	0
0.003	0
0.006	0.01
0.01	0.02
0.015	0.04
0.02	0.06
0.027	0.09
0.033	0.12
0.038	0.16
0.043	0.2
0.048	0.25
0.054	0.3
0.061	0.35
0.068	0.4
0.076	0.45
0.086	0.5
0.098	0.55
0.114	0.6
0.134	0.66
0.154	0.71
0.178	0.75
0.2	0.79
0.223	0.82
0.242	0.84
0.256	0.86
0.265	0.87
0.268	0.87
0.257	0.87
0.234	0.87
0.209	0.86
0.183	0.85
0.157	0.84
0.133	0.83
0.11	0.82
0.088	0.8
0.068	0.78
0.049	0.76
0.032	0.73
0.016	0.7
0.003	0.67
-0.01	0.63
-0.021	0.59
-0.03	0.54
-0.038	0.49
-0.044	0.44
-0.051	0.39
-0.059	0.34
-0.067	0.29
-0.076	0.24
-0.088	0.19
-0.101	0.13
-0.116	0.08
-0.133	0.03
-0.151	-0.02
-0.17	-0.06
-0.188	-0.09
-0.205	-0.12
-0.218	-0.14
-0.228	-0.15
-0.233	-0.16
-0.234	-0.16
-0.219	-0.16
-0.197	-0.16
-0.173	-0.15
-0.149	-0.14
-0.126	-0.13
-0.103	-0.11
-0.082	-0.1
-0.062	-0.08
-0.044	-0.06
-0.027	-0.03
-0.013	0
0.002	0.03
0.014	0.07
0.024	0.11
0.033	0.16
0.039	0.21
0.046	0.26
0.053	0.31
0.06	0.36
0.069	0.41
0.078	0.46
0.089	0.51
0.102	0.56
0.117	0.61
0.134	0.67
0.153	0.71
0.171	0.75
0.19	0.78
0.206	0.81
0.219	0.83
0.227	0.84
0.23	0.84
0.225	0.84
0.206	0.84
0.183	0.83
0.159	0.83
0.136	0.82
0.112	0.8
0.09	0.79
0.07	0.77
0.052	0.75
0.035	0.73
0.019	0.7
0.004	0.67
-0.009	0.63
-0.019	0.59
-0.028	0.55
-0.036	0.5
-0.042	0.45
-0.049	0.4
-0.056	0.35
-0.064	0.3
-0.073	0.25
-0.084	0.2
-0.097	0.15
-0.113	0.09
-0.129	0.04
-0.149	-0.01
-0.17	-0.05
-0.19	-0.09
-0.208	-0.12
-0.224	-0.14
-0.235	-0.15
-0.243	-0.16
-0.244	-0.16
-0.233	-0.16
-0.212	-0.16
-0.188	-0.15
-0.163	-0.15
-0.14	-0.13
-0.116	-0.12
-0.094	-0.11
-0.072	-0.09
-0.054	-0.07
-0.037	-0.04
-0.02	-0.01
-0.006	0.02
0.008	0.05
0.019	0.09
0.028	0.14
0.035	0.18
0.043	0.24
0.05	0.29
0.056	0.34
0.064	0.39
0.073	0.44
0.083	0.49
0.095	0.54
0.109	0.59
0.124	0.64
0.142	0.69
0.16	0.74
0.179	0.77
0.195	0.8
0.21	0.82
0.22	0.84
0.226	0.84
0.228	0.85
0.216	0.84
0.194	0.84
0.169	0.83
0.145	0.82
0.123	0.81
0.1	0.8
0.078	0.78
0.06	0.76
0.042	0.74
